"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","Starting Salary","Current Salary","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"875",30,"No","Travel_Rarely",853,"Research & Development",7,4,"Life Sciences",1,1224,3,"Male",49,3,2,"Laboratory Technician",3,"Divorced",13964,45236,1,"Y","No",13,3,1,80,3,10,4,2,10,7,8,9
"13",31,"No","Travel_Rarely",670,"Research & Development",26,1,"Life Sciences",1,16,1,"Male",31,3,1,"Research Scientist",3,"Divorced",11644,60680,1,"Y","No",17,3,4,80,1,5,1,2,5,2,4,3
"599",28,"Yes","Travel_Rarely",890,"Research & Development",2,4,"Medical",1,828,3,"Male",46,3,1,"Research Scientist",3,"Single",17528,65496,6,"Y","No",17,3,4,80,0,5,3,2,2,2,2,1
"868",50,"No","Travel_Frequently",1421,"Research & Development",2,3,"Medical",1,1215,4,"Female",30,3,4,"Manager",1,"Married",71424,37960,2,"Y","No",22,4,3,80,1,32,3,3,2,2,2,2
"1129",36,"No","Travel_Frequently",1302,"Research & Development",6,4,"Life Sciences",1,1594,1,"Male",80,4,2,"Laboratory Technician",1,"Married",22248,78844,3,"Y","Yes",13,3,4,80,1,9,3,3,3,2,0,2
"1270",43,"No","Travel_Rarely",244,"Human Resources",2,3,"Life Sciences",1,1778,2,"Male",97,3,1,"Human Resources",4,"Single",14156,20132,0,"Y","No",13,3,2,80,0,10,5,3,9,7,1,8
"1201",44,"No","Travel_Rarely",528,"Human Resources",1,3,"Life Sciences",1,1683,3,"Female",44,3,1,"Human Resources",4,"Divorced",12780,16668,4,"Y","Yes",18,3,1,80,3,8,2,3,2,2,2,2
"1089",42,"No","Travel_Rarely",1210,"Research & Development",2,3,"Medical",1,1542,3,"Male",68,2,1,"Laboratory Technician",2,"Married",19364,96208,4,"Y","No",14,3,2,80,1,4,3,3,1,0,0,0
"557",53,"No","Travel_Rarely",346,"Research & Development",6,3,"Life Sciences",1,769,4,"Male",86,3,2,"Laboratory Technician",4,"Single",9800,43676,2,"Y","No",17,3,4,80,0,19,4,3,2,2,2,2
"987",39,"No","Travel_Rarely",1498,"Sales",21,4,"Life Sciences",1,1390,1,"Male",44,2,2,"Sales Executive",4,"Married",24480,14268,3,"Y","Yes",12,3,4,80,2,8,2,4,5,4,1,4
"810",28,"No","Travel_Rarely",950,"Research & Development",3,3,"Medical",1,1121,4,"Female",93,3,3,"Manufacturing Director",2,"Divorced",30620,32156,0,"Y","No",17,3,2,80,3,10,3,2,9,7,1,7
"1317",43,"No","Travel_Frequently",1422,"Sales",2,4,"Life Sciences",1,1849,1,"Male",92,3,2,"Sales Executive",4,"Married",22700,76984,1,"Y","No",20,4,3,80,1,7,5,3,7,7,7,7
"773",56,"No","Travel_Frequently",1240,"Research & Development",9,3,"Medical",1,1071,1,"Female",63,3,1,"Research Scientist",3,"Married",11768,48616,2,"Y","No",19,3,2,80,1,18,4,3,5,4,0,3
"1056",34,"No","Travel_Frequently",829,"Research & Development",15,3,"Medical",1,1485,2,"Male",71,3,4,"Research Director",1,"Divorced",68028,47716,7,"Y","No",14,3,4,80,2,16,3,2,14,8,6,9
"142",45,"No","Travel_Rarely",1316,"Research & Development",29,3,"Medical",1,192,3,"Male",83,3,1,"Research Scientist",4,"Single",13808,39008,5,"Y","No",13,3,2,80,0,9,2,2,6,5,0,3
"1400",43,"No","Travel_Rarely",574,"Research & Development",11,3,"Life Sciences",1,1971,1,"Male",30,3,3,"Healthcare Representative",3,"Married",30040,67492,1,"Y","No",17,3,2,80,1,10,1,3,10,9,0,9
"651",43,"No","Travel_Frequently",422,"Research & Development",1,3,"Life Sciences",1,902,4,"Female",33,3,2,"Healthcare Representative",4,"Married",22248,87128,4,"Y","No",13,3,2,80,1,12,2,2,5,2,2,2
"1312",18,"No","Non-Travel",1431,"Research & Development",14,3,"Medical",1,1839,2,"Female",33,3,1,"Research Scientist",3,"Single",6056,32072,1,"Y","No",16,3,3,80,0,0,4,1,0,0,0,0
"53",44,"No","Travel_Rarely",1488,"Sales",1,5,"Marketing",1,68,2,"Female",75,3,2,"Sales Executive",1,"Divorced",21816,16036,5,"Y","Yes",21,4,3,80,1,9,2,2,4,3,1,3
"552",39,"No","Travel_Rarely",141,"Human Resources",3,3,"Human Resources",1,760,3,"Female",44,4,2,"Human Resources",2,"Married",25556,75068,9,"Y","No",15,3,3,80,1,12,3,1,8,3,3,6
"58",35,"No","Travel_Rarely",1142,"Research & Development",23,4,"Medical",1,75,3,"Female",30,3,1,"Laboratory Technician",1,"Married",16056,64008,3,"Y","Yes",15,3,3,80,1,4,3,3,2,2,2,2
"1391",28,"Yes","Travel_Rarely",1404,"Research & Development",17,3,"Technical Degree",1,1960,3,"Male",32,2,1,"Laboratory Technician",4,"Divorced",9468,75116,5,"Y","No",12,3,1,80,1,6,2,2,4,1,0,3
"334",43,"No","Travel_Rarely",1001,"Research & Development",7,3,"Life Sciences",1,451,3,"Female",43,3,3,"Healthcare Representative",1,"Married",39940,37048,8,"Y","No",16,3,1,80,1,10,1,2,1,0,0,0
"1262",38,"No","Travel_Rarely",833,"Research & Development",18,3,"Medical",1,1766,2,"Male",60,1,2,"Healthcare Representative",4,"Married",23244,98156,3,"Y","Yes",16,3,3,80,1,15,2,3,1,0,1,0
"1202",23,"Yes","Travel_Rarely",1320,"Research & Development",8,1,"Medical",1,1684,4,"Male",93,2,1,"Laboratory Technician",3,"Single",15956,82344,1,"Y","Yes",11,3,1,80,0,5,2,3,5,4,1,2
"351",42,"No","Travel_Rarely",544,"Human Resources",2,1,"Technical Degree",1,470,3,"Male",52,3,1,"Human Resources",3,"Divorced",10784,96068,0,"Y","Yes",11,3,3,80,1,4,5,3,3,2,1,0
"424",30,"No","Non-Travel",1398,"Sales",22,4,"Other",1,567,3,"Female",69,3,3,"Sales Executive",1,"Married",33648,11560,0,"Y","No",11,3,3,80,0,10,3,3,9,8,7,8
"997",27,"No","Travel_Rarely",205,"Sales",10,3,"Marketing",1,1403,4,"Female",98,2,2,"Sales Executive",4,"Married",23076,28400,1,"Y","Yes",11,3,4,80,0,6,3,3,6,2,4,4
"276",37,"No","Non-Travel",728,"Research & Development",1,4,"Medical",1,380,1,"Female",80,3,3,"Research Director",4,"Divorced",54412,46708,2,"Y","Yes",18,3,1,80,2,15,2,3,5,2,0,2
"280",50,"No","Travel_Rarely",797,"Research & Development",4,1,"Life Sciences",1,385,1,"Male",96,3,5,"Research Director",2,"Divorced",76576,63260,3,"Y","No",14,3,1,80,2,28,4,2,10,4,1,6
"1184",36,"No","Travel_Rarely",1040,"Research & Development",3,2,"Life Sciences",1,1664,4,"Male",79,4,2,"Healthcare Representative",1,"Divorced",27368,105232,6,"Y","No",20,4,1,80,1,13,3,3,5,4,0,4
"26",53,"No","Travel_Rarely",1282,"Research & Development",5,3,"Other",1,32,3,"Female",58,3,5,"Manager",3,"Divorced",76376,42940,4,"Y","No",11,3,4,80,1,26,3,2,14,13,4,8
"208",36,"No","Travel_Frequently",635,"Research & Development",18,1,"Medical",1,286,2,"Female",73,3,1,"Laboratory Technician",4,"Single",8612,30812,1,"Y","No",13,3,1,80,0,8,2,3,8,1,1,7
"978",34,"No","Non-Travel",999,"Research & Development",26,1,"Technical Degree",1,1374,1,"Female",92,2,1,"Research Scientist",3,"Divorced",8116,63564,1,"Y","No",20,4,3,80,3,5,2,3,5,4,0,0
"32",44,"No","Travel_Rarely",1459,"Research & Development",10,4,"Other",1,40,4,"Male",41,3,2,"Healthcare Representative",4,"Married",25860,76484,2,"Y","Yes",13,3,4,80,0,9,5,4,4,2,1,3
"1308",28,"No","Travel_Rarely",1217,"Research & Development",1,3,"Medical",1,1834,3,"Female",67,3,1,"Research Scientist",1,"Married",14364,50876,1,"Y","No",25,4,3,80,1,3,3,3,3,2,1,2
"524",50,"No","Travel_Rarely",1207,"Research & Development",28,1,"Medical",1,716,4,"Male",74,4,1,"Laboratory Technician",3,"Married",12884,13188,1,"Y","Yes",11,3,3,80,3,20,3,3,20,8,3,8
"1453",50,"Yes","Travel_Frequently",878,"Sales",1,4,"Life Sciences",1,2044,2,"Male",94,3,2,"Sales Executive",3,"Divorced",26912,57020,7,"Y","No",12,3,4,80,2,12,3,3,6,3,0,1
"772",54,"No","Travel_Rarely",1082,"Sales",2,4,"Life Sciences",1,1070,3,"Female",41,2,3,"Sales Executive",3,"Married",42744,33568,6,"Y","No",11,3,2,80,1,13,4,3,9,4,7,0
"1240",31,"No","Travel_Frequently",163,"Research & Development",24,1,"Technical Degree",1,1736,4,"Female",30,3,2,"Manufacturing Director",4,"Single",20952,26680,2,"Y","No",20,4,4,80,0,9,3,2,5,4,1,4
"38",35,"No","Travel_Rarely",890,"Sales",2,3,"Marketing",1,49,4,"Female",97,3,1,"Sales Representative",4,"Married",8056,38748,1,"Y","No",13,3,1,80,0,2,3,3,2,2,2,2
"1454",36,"No","Travel_Rarely",1120,"Sales",11,4,"Marketing",1,2045,2,"Female",100,2,2,"Sales Executive",4,"Married",26608,57476,4,"Y","No",13,3,1,80,1,8,2,2,6,3,0,0
"42",27,"No","Travel_Rarely",1240,"Research & Development",2,4,"Life Sciences",1,54,4,"Female",33,3,1,"Laboratory Technician",1,"Divorced",9364,78860,1,"Y","No",13,3,4,80,1,1,6,3,1,0,0,0
"180",38,"No","Travel_Rarely",1380,"Research & Development",9,2,"Life Sciences",1,245,3,"Female",75,3,1,"Laboratory Technician",4,"Single",9152,25276,1,"Y","No",12,3,3,80,0,2,3,3,2,2,2,1
"493",48,"No","Travel_Rarely",1236,"Research & Development",1,4,"Life Sciences",1,664,4,"Female",40,2,4,"Manager",1,"Married",61608,71988,7,"Y","No",11,3,1,80,1,21,3,1,3,2,0,2
"161",22,"No","Travel_Rarely",1256,"Research & Development",19,1,"Medical",1,217,3,"Male",80,3,1,"Research Scientist",4,"Married",9292,47968,1,"Y","No",24,4,1,80,2,2,6,3,2,2,2,2
"635",25,"No","Travel_Rarely",141,"Sales",3,1,"Other",1,879,3,"Male",98,3,2,"Sales Executive",1,"Married",16776,57452,1,"Y","Yes",18,3,4,80,0,5,3,3,5,3,0,3
"1070",28,"No","Travel_Rarely",1423,"Research & Development",1,3,"Life Sciences",1,1506,1,"Male",72,2,1,"Research Scientist",3,"Divorced",6252,50120,1,"Y","No",14,3,4,80,1,1,2,1,1,0,0,0
"888",42,"No","Travel_Frequently",458,"Research & Development",26,5,"Medical",1,1242,1,"Female",60,3,3,"Research Director",1,"Married",52764,93124,3,"Y","Yes",17,3,3,80,0,20,6,3,1,0,0,0
"453",45,"No","Travel_Rarely",561,"Sales",2,3,"Other",1,606,4,"Male",61,3,2,"Sales Executive",2,"Married",19220,64708,0,"Y","No",19,3,2,80,1,9,3,4,8,7,3,7
"315",39,"No","Travel_Rarely",117,"Research & Development",10,1,"Medical",1,429,3,"Male",99,3,4,"Manager",1,"Married",68272,21420,1,"Y","Yes",14,3,4,80,0,21,3,3,21,9,11,10
"1208",55,"No","Travel_Rarely",1441,"Research & Development",22,3,"Technical Degree",1,1694,1,"Male",94,2,1,"Research Scientist",2,"Divorced",14148,94948,5,"Y","No",12,3,4,80,1,8,1,3,4,2,1,2
"542",36,"No","Non-Travel",427,"Research & Development",8,3,"Life Sciences",1,742,1,"Female",63,4,3,"Research Director",1,"Married",46852,81340,9,"Y","No",14,3,1,80,1,10,2,3,8,7,0,5
"882",32,"No","Travel_Frequently",1316,"Research & Development",2,2,"Life Sciences",1,1235,4,"Female",38,3,2,"Research Scientist",3,"Single",19992,9352,4,"Y","Yes",14,3,4,80,0,10,2,3,8,7,0,7
"530",38,"No","Travel_Rarely",827,"Research & Development",1,4,"Life Sciences",1,724,2,"Female",33,4,2,"Healthcare Representative",4,"Single",30500,77532,0,"Y","No",13,3,3,80,0,10,4,2,9,7,1,8
"950",39,"No","Travel_Rarely",524,"Research & Development",18,2,"Life Sciences",1,1322,1,"Male",32,3,2,"Manufacturing Director",3,"Single",18136,53408,0,"Y","No",11,3,1,80,0,9,6,3,8,7,1,7
"1383",31,"No","Non-Travel",976,"Research & Development",3,2,"Medical",1,1948,3,"Male",48,3,1,"Research Scientist",1,"Divorced",12260,15980,1,"Y","Yes",13,3,4,80,1,4,3,4,4,2,2,3
"1255",49,"No","Travel_Rarely",1313,"Sales",11,4,"Marketing",1,1757,4,"Female",80,3,2,"Sales Executive",4,"Single",18028,32764,3,"Y","No",12,3,3,80,0,8,1,4,5,1,0,4
"563",33,"Yes","Travel_Rarely",527,"Research & Development",1,4,"Other",1,780,4,"Male",63,3,1,"Research Scientist",4,"Single",10744,20828,1,"Y","Yes",13,3,3,80,0,10,2,2,10,9,7,8
"944",46,"No","Travel_Rarely",991,"Human Resources",1,2,"Life Sciences",1,1314,4,"Female",44,3,1,"Human Resources",1,"Single",13692,91828,6,"Y","No",12,3,3,80,0,10,3,4,7,6,5,7
"1120",38,"No","Travel_Rarely",1245,"Sales",14,3,"Life Sciences",1,1582,3,"Male",80,3,2,"Sales Executive",2,"Married",39696,49420,0,"Y","No",11,3,4,80,1,10,3,3,9,8,7,7
"1431",38,"No","Travel_Rarely",201,"Research & Development",10,3,"Medical",1,2015,2,"Female",99,1,3,"Research Director",3,"Married",52824,13504,3,"Y","No",12,3,1,80,1,20,3,3,18,16,1,11
"1293",39,"No","Travel_Frequently",766,"Sales",20,3,"Life Sciences",1,1812,3,"Male",83,3,2,"Sales Executive",4,"Divorced",16508,76752,2,"Y","No",18,3,4,80,1,7,6,3,2,1,2,2
"8",30,"No","Travel_Rarely",1358,"Research & Development",24,1,"Life Sciences",1,11,4,"Male",67,3,1,"Laboratory Technician",3,"Divorced",10772,53340,1,"Y","No",22,4,2,80,1,1,2,3,1,0,0,0
"41",35,"No","Travel_Rarely",464,"Research & Development",4,2,"Other",1,53,3,"Male",75,3,1,"Laboratory Technician",4,"Divorced",7804,43640,1,"Y","No",12,3,3,80,1,1,3,3,1,0,0,0
"1027",32,"No","Travel_Rarely",601,"Sales",7,5,"Marketing",1,1446,4,"Male",97,3,2,"Sales Executive",4,"Married",36816,93372,4,"Y","No",12,3,3,80,1,7,3,2,4,3,0,3
"729",54,"No","Travel_Rarely",1441,"Research & Development",17,3,"Technical Degree",1,1013,3,"Female",56,3,3,"Manufacturing Director",3,"Married",42956,55772,8,"Y","No",11,3,3,80,1,22,2,3,10,7,0,8
"264",46,"No","Travel_Rarely",488,"Sales",2,3,"Technical Degree",1,363,3,"Female",75,1,4,"Manager",2,"Married",67488,59908,3,"Y","Yes",12,3,2,80,1,28,2,2,7,7,7,7
"817",39,"No","Non-Travel",439,"Research & Development",9,3,"Life Sciences",1,1132,3,"Male",70,3,2,"Laboratory Technician",2,"Single",27128,35080,9,"Y","No",15,3,3,80,0,9,2,2,5,4,0,3
"1099",40,"No","Non-Travel",1142,"Research & Development",8,2,"Life Sciences",1,1552,4,"Male",72,3,2,"Healthcare Representative",4,"Divorced",16276,35364,3,"Y","Yes",18,3,3,80,0,8,2,3,2,2,2,2
"1140",32,"No","Travel_Rarely",634,"Research & Development",5,4,"Other",1,1607,2,"Female",35,4,1,"Research Scientist",4,"Married",13248,75132,3,"Y","No",17,3,4,80,2,6,3,3,3,2,0,2
"618",44,"No","Travel_Rarely",625,"Research & Development",4,3,"Medical",1,852,4,"Male",50,3,2,"Healthcare Representative",2,"Single",23732,20788,9,"Y","No",12,3,4,80,0,10,2,2,5,2,2,3
"1463",39,"No","Travel_Rarely",722,"Sales",24,1,"Marketing",1,2056,2,"Female",60,2,4,"Sales Executive",4,"Married",48124,35312,0,"Y","No",11,3,1,80,1,21,2,2,20,9,9,6
"59",31,"No","Travel_Rarely",655,"Research & Development",7,4,"Life Sciences",1,76,4,"Male",48,3,2,"Laboratory Technician",4,"Divorced",23660,38112,3,"Y","No",22,4,4,80,1,10,3,2,7,7,1,7
"1439",23,"Yes","Travel_Frequently",638,"Sales",9,3,"Marketing",1,2023,4,"Male",33,3,1,"Sales Representative",1,"Married",7160,107824,1,"Y","No",19,3,1,80,1,1,3,2,1,0,1,0
"1347",45,"No","Travel_Rarely",556,"Research & Development",25,2,"Life Sciences",1,1888,2,"Female",93,2,2,"Manufacturing Director",4,"Married",23624,95552,0,"Y","No",13,3,4,80,2,10,2,2,9,8,3,8
"451",31,"No","Travel_Rarely",828,"Sales",2,1,"Life Sciences",1,604,2,"Male",77,3,2,"Sales Executive",4,"Single",26328,33384,4,"Y","Yes",13,3,3,80,0,10,2,4,6,5,0,5
"107",50,"No","Travel_Frequently",1115,"Research & Development",1,3,"Life Sciences",1,141,1,"Female",73,3,5,"Research Director",2,"Married",72688,39020,3,"Y","Yes",19,3,1,80,0,28,1,2,8,3,0,7
"1065",30,"No","Travel_Rarely",330,"Human Resources",1,3,"Life Sciences",1,1499,3,"Male",46,3,1,"Human Resources",3,"Divorced",8256,61712,0,"Y","No",21,4,1,80,1,6,3,4,5,3,1,3
"52",28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",1,65,3,"Male",50,3,1,"Laboratory Technician",3,"Single",13764,44716,1,"Y","Yes",13,3,3,80,0,2,3,2,2,2,2,2
"1447",34,"No","Travel_Rarely",704,"Sales",28,3,"Marketing",1,2035,4,"Female",95,2,2,"Sales Executive",3,"Married",26848,35912,1,"Y","No",21,4,4,80,2,8,2,3,8,7,1,7
"884",33,"No","Travel_Rarely",117,"Research & Development",9,3,"Medical",1,1238,1,"Male",60,3,1,"Research Scientist",4,"Married",11124,25244,0,"Y","No",13,3,2,80,1,15,5,3,14,10,4,10
"326",31,"No","Travel_Frequently",798,"Research & Development",7,2,"Life Sciences",1,442,3,"Female",48,2,3,"Manufacturing Director",3,"Married",35772,56136,1,"Y","No",24,4,1,80,1,10,2,3,10,9,8,9
"804",34,"No","Non-Travel",697,"Research & Development",3,4,"Life Sciences",1,1115,3,"Male",40,2,1,"Research Scientist",4,"Married",11916,89912,3,"Y","No",17,3,4,80,3,6,2,3,0,0,0,0
"886",25,"No","Travel_Rarely",1356,"Sales",10,4,"Life Sciences",1,1240,3,"Male",57,3,2,"Sales Executive",4,"Single",19800,82492,0,"Y","No",14,3,2,80,0,5,4,3,4,3,1,1
"300",51,"No","Travel_Rarely",1302,"Research & Development",2,3,"Medical",1,408,4,"Male",84,1,2,"Manufacturing Director",2,"Divorced",21928,65284,5,"Y","No",18,3,4,80,1,13,3,3,4,1,1,2
"894",29,"No","Travel_Rarely",1010,"Research & Development",1,3,"Life Sciences",1,1249,1,"Female",97,3,1,"Research Scientist",4,"Divorced",15040,22392,1,"Y","No",15,3,1,80,3,3,5,3,3,2,1,2
"5",27,"No","Travel_Rarely",591,"Research & Development",2,1,"Medical",1,7,1,"Male",40,3,1,"Laboratory Technician",2,"Married",13872,66528,9,"Y","No",12,3,4,80,1,6,3,3,2,2,2,2
"1029",41,"No","Travel_Rarely",1283,"Research & Development",5,5,"Medical",1,1448,2,"Male",90,4,1,"Research Scientist",3,"Married",8508,22244,2,"Y","Yes",12,3,1,80,0,7,5,2,4,2,0,3
"511",54,"No","Travel_Rarely",397,"Human Resources",19,4,"Medical",1,698,3,"Male",88,3,3,"Human Resources",2,"Married",42900,26916,2,"Y","No",15,3,3,80,1,16,1,4,9,7,7,1
"462",35,"No","Travel_Rarely",195,"Sales",1,3,"Medical",1,620,1,"Female",80,3,2,"Sales Executive",3,"Single",19436,26792,1,"Y","No",16,3,4,80,0,5,3,3,5,4,0,3
"583",40,"No","Travel_Frequently",791,"Research & Development",2,2,"Medical",1,807,3,"Female",38,4,2,"Healthcare Representative",2,"Married",16976,39724,1,"Y","No",24,4,4,80,1,8,2,3,8,7,3,7
"470",32,"Yes","Non-Travel",1474,"Sales",11,4,"Other",1,631,4,"Male",60,4,2,"Sales Executive",3,"Married",18828,95656,8,"Y","No",12,3,4,80,0,6,2,3,4,2,1,2
"581",35,"No","Travel_Rarely",384,"Sales",8,4,"Life Sciences",1,805,1,"Female",72,3,1,"Sales Representative",4,"Married",10288,81268,1,"Y","No",16,3,2,80,1,3,1,2,3,2,0,2
"748",38,"No","Travel_Rarely",1035,"Sales",3,4,"Life Sciences",1,1036,2,"Male",42,3,2,"Sales Executive",4,"Single",27444,19924,8,"Y","Yes",12,3,3,80,0,19,1,3,1,0,0,0
"854",19,"No","Travel_Rarely",645,"Research & Development",9,2,"Life Sciences",1,1193,3,"Male",54,3,1,"Research Scientist",1,"Single",10208,28688,1,"Y","No",25,4,3,80,0,1,4,3,1,1,0,0
"28",42,"No","Travel_Rarely",691,"Sales",8,4,"Marketing",1,35,3,"Male",48,3,2,"Sales Executive",2,"Married",27300,84692,0,"Y","No",11,3,4,80,1,10,2,3,9,7,4,2
"764",34,"No","Travel_Rarely",1333,"Sales",10,4,"Life Sciences",1,1055,3,"Female",87,3,1,"Sales Representative",3,"Married",8880,73640,1,"Y","Yes",19,3,4,80,1,1,2,3,1,1,0,0
"364",33,"Yes","Travel_Rarely",350,"Sales",5,3,"Marketing",1,485,4,"Female",34,3,1,"Sales Representative",3,"Single",11404,36600,1,"Y","Yes",13,3,2,80,0,1,2,3,1,0,0,0
"1398",54,"No","Travel_Rarely",155,"Research & Development",9,2,"Life Sciences",1,1969,1,"Female",67,3,2,"Research Scientist",3,"Married",11588,89896,3,"Y","No",11,3,3,80,2,9,6,2,4,3,2,3
"88",51,"No","Travel_Rarely",432,"Research & Development",9,4,"Life Sciences",1,116,4,"Male",96,3,1,"Laboratory Technician",4,"Married",8300,74900,3,"Y","No",23,4,2,80,2,10,4,3,4,2,0,3
"503",53,"No","Travel_Rarely",238,"Sales",1,1,"Medical",1,682,4,"Female",34,3,2,"Sales Executive",1,"Single",33524,30028,7,"Y","No",20,4,4,80,0,18,2,4,14,7,8,10
"17",32,"No","Travel_Rarely",334,"Research & Development",5,2,"Life Sciences",1,21,1,"Male",80,4,1,"Research Scientist",2,"Divorced",13192,60212,0,"Y","Yes",12,3,4,80,2,7,5,2,6,2,0,5
"1375",58,"No","Travel_Rarely",605,"Sales",21,3,"Life Sciences",1,1938,4,"Female",72,3,4,"Manager",4,"Married",71500,47044,4,"Y","Yes",13,3,3,80,1,29,2,2,1,0,0,0
"1213",34,"No","Travel_Rarely",678,"Research & Development",19,3,"Life Sciences",1,1701,2,"Female",35,2,1,"Research Scientist",4,"Married",11716,81352,1,"Y","No",12,3,2,80,0,10,3,3,10,9,8,7
"769",40,"No","Travel_Rarely",300,"Sales",26,3,"Marketing",1,1066,3,"Male",74,3,2,"Sales Executive",1,"Married",33584,88868,1,"Y","No",14,3,2,80,1,8,3,2,7,7,7,5
"329",33,"No","Travel_Frequently",508,"Sales",10,3,"Marketing",1,446,2,"Male",46,2,2,"Sales Executive",4,"Single",18728,17268,3,"Y","No",14,3,3,80,0,9,6,2,7,7,0,1
"1281",37,"No","Travel_Rarely",1239,"Human Resources",8,2,"Other",1,1794,3,"Male",89,3,2,"Human Resources",2,"Divorced",16284,51328,2,"Y","No",13,3,3,80,0,19,4,2,10,0,4,7
"655",39,"No","Travel_Rarely",1383,"Human Resources",2,3,"Life Sciences",1,909,4,"Female",42,2,2,"Human Resources",4,"Married",20816,31160,8,"Y","No",11,3,3,80,2,13,2,3,5,4,0,4
"540",50,"No","Travel_Rarely",316,"Sales",8,4,"Marketing",1,738,4,"Male",54,3,1,"Sales Representative",2,"Married",15500,39932,7,"Y","No",15,3,4,80,1,4,2,3,2,2,2,2
"141",32,"Yes","Travel_Rarely",1033,"Research & Development",9,3,"Medical",1,190,1,"Female",41,3,1,"Laboratory Technician",1,"Single",16800,40896,7,"Y","No",22,4,1,80,0,10,2,4,5,4,0,4
"1395",32,"No","Travel_Rarely",1373,"Research & Development",5,4,"Life Sciences",1,1966,4,"Male",56,2,2,"Manufacturing Director",4,"Single",38716,40552,8,"Y","No",24,4,2,80,0,8,1,3,1,0,0,0
"159",40,"No","Travel_Rarely",630,"Sales",4,4,"Marketing",1,215,3,"Male",67,2,3,"Sales Executive",4,"Married",43420,34208,7,"Y","No",11,3,1,80,1,15,2,2,12,11,2,11
"943",36,"No","Travel_Rarely",325,"Research & Development",10,4,"Technical Degree",1,1312,4,"Female",63,3,3,"Healthcare Representative",3,"Married",28376,22988,3,"Y","No",12,3,1,80,0,10,0,3,7,7,1,7
"1071",28,"No","Travel_Frequently",467,"Sales",7,3,"Life Sciences",1,1507,3,"Male",55,3,2,"Sales Executive",1,"Single",19592,47308,0,"Y","No",14,3,4,80,0,5,5,3,4,2,1,3
"442",42,"No","Travel_Frequently",1474,"Research & Development",5,2,"Other",1,591,2,"Male",97,3,1,"Laboratory Technician",3,"Married",8372,37040,4,"Y","No",17,3,4,80,1,8,4,3,2,2,2,0
"376",49,"No","Travel_Rarely",1261,"Research & Development",7,3,"Other",1,499,2,"Male",31,2,3,"Healthcare Representative",3,"Single",43860,48264,8,"Y","No",24,4,3,80,0,26,2,3,5,2,0,0
"168",30,"No","Travel_Rarely",1339,"Sales",5,3,"Life Sciences",1,228,2,"Female",41,3,3,"Sales Executive",4,"Married",37676,32212,2,"Y","No",12,3,3,80,1,12,2,3,10,9,7,4
"339",30,"No","Travel_Rarely",570,"Sales",5,3,"Marketing",1,456,4,"Female",30,2,2,"Sales Executive",3,"Divorced",24472,21724,1,"Y","No",13,3,3,80,3,10,2,3,10,9,1,2
"1356",36,"No","Travel_Rarely",335,"Sales",17,2,"Marketing",1,1908,3,"Male",33,2,2,"Sales Executive",2,"Married",22028,67288,2,"Y","No",16,3,3,80,2,12,1,1,4,2,1,3
"321",27,"No","Travel_Rarely",1377,"Sales",2,3,"Life Sciences",1,437,4,"Male",74,3,2,"Sales Executive",3,"Single",17912,20968,1,"Y","Yes",11,3,1,80,0,5,3,3,5,4,0,4
"679",48,"No","Travel_Rarely",1469,"Research & Development",20,4,"Medical",1,945,4,"Male",51,3,1,"Research Scientist",3,"Married",9036,22172,4,"Y","No",17,3,1,80,2,13,2,2,0,0,0,0
"1314",29,"Yes","Travel_Rarely",350,"Human Resources",13,3,"Human Resources",1,1844,1,"Male",56,2,1,"Human Resources",1,"Divorced",9340,12628,4,"Y","Yes",15,3,4,80,3,4,3,3,2,2,2,0
"64",59,"No","Travel_Rarely",1435,"Sales",25,3,"Life Sciences",1,81,1,"Female",99,3,3,"Sales Executive",1,"Single",30548,9416,7,"Y","No",11,3,4,80,0,28,3,2,21,16,7,9
"980",34,"No","Travel_Rarely",285,"Research & Development",29,3,"Medical",1,1377,2,"Male",86,3,2,"Laboratory Technician",3,"Married",21716,69964,4,"Y","No",13,3,1,80,2,10,1,3,8,7,7,7
"1036",31,"No","Travel_Rarely",1398,"Human Resources",8,2,"Medical",1,1461,4,"Female",96,4,1,"Human Resources",2,"Single",8436,98436,9,"Y","No",18,3,4,80,0,8,3,3,3,2,0,2
"46",41,"Yes","Travel_Rarely",1360,"Research & Development",12,3,"Technical Degree",1,58,2,"Female",49,3,5,"Research Director",3,"Married",78180,65120,1,"Y","No",12,3,4,80,0,23,0,3,22,15,15,8
"1136",46,"No","Travel_Rarely",563,"Sales",1,4,"Life Sciences",1,1602,4,"Male",56,4,4,"Manager",1,"Single",70268,12624,1,"Y","No",15,3,2,80,0,27,5,1,26,0,0,12
